fname,paras,para_windows,para_windows_proc,annotations,annot_count
267005869-Rental-Tenant  ,SIGNS:,REPAIRS: Tenant agrees to notify property owner immediately any necessary repairs or unsafe condition of any kind within the rental property or common areas. SIGNS:,repairs: tenant agrees to notify property owner immediately any necessary repairs or unsafe condition of any kind within the rental property or common areas. signs:,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
267005869-Rental-Tenant  ,"No sign, advertisement, notice or other lettering shall be exhibited, inscribed, painted, or affixed by tenant or tenant's family, on any part of the outside or inside of the demised premises or the building without prior written consent of the property owner.","Tenant agrees to notify property owner immediately any necessary repairs or unsafe condition of any kind within the rental property or common areas. SIGNS: No sign, advertisement, notice or other lettering shall be exhibited, inscribed, painted, or affixed by tenant or tenant's family, on any part of the outside or inside of the demised premises or the building without prior written consent of the property owner.","tenant agrees to notify property owner immediately any necessary repairs or unsafe condition of any kind within the rental property or common areas. signs: no sign, advertisement, notice or other lettering shall be exhibited, inscribed, painted, or affixed by tenant or tenant's family, on any part of the outside or inside of the demised premises or the building without prior written consent of the property owner.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
267005869-Rental-Tenant  ,"Penyewa tidak dibenarkan mempamer tanda, iklan atau notis pada mana-mana bahagian luar atau dalam bangunan tanpa kebenaran dari pemilik rumah.","SIGNS: No sign, advertisement, notice or other lettering shall be exhibited, inscribed, painted, or affixed by tenant or tenant's family, on any part of the outside or inside of the demised premises or the building without prior written consent of the property owner. Penyewa tidak dibenarkan mempamer tanda, iklan atau notis pada mana-mana bahagian luar atau dalam bangunan tanpa kebenaran dari pemilik rumah.","signs: no sign, advertisement, notice or other lettering shall be exhibited, inscribed, painted, or affixed by tenant or tenant's family, on any part of the outside or inside of the demised premises or the building without prior written consent of the property owner. penyewa tidak dibenarkan mempamer tanda, iklan atau notis pada mana-mana bahagian luar atau dalam bangunan tanpa kebenaran dari pemilik rumah.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
267005869-Rental-Tenant  ,Rumah ini khususnya untuk matlamat kediaman penyewa. Penyewa tidak dibenarkan menyimpan barang-barang perniagaan dalam rumah.,"No sign, advertisement, notice or other lettering shall be exhibited, inscribed, painted, or affixed by tenant or tenant's family, on any part of the outside or inside of the demised premises or the building without prior written consent of the property owner. Penyewa tidak dibenarkan mempamer tanda, iklan atau notis pada mana-mana bahagian luar atau dalam bangunan tanpa kebenaran dari pemilik rumah. Rumah ini khususnya untuk matlamat kediaman penyewa. Penyewa tidak dibenarkan menyimpan barang-barang perniagaan dalam rumah.","no sign, advertisement, notice or other lettering shall be exhibited, inscribed, painted, or affixed by tenant or tenant's family, on any part of the outside or inside of the demised premises or the building without prior written consent of the property owner. penyewa tidak dibenarkan mempamer tanda, iklan atau notis pada mana-mana bahagian luar atau dalam bangunan tanpa kebenaran dari pemilik rumah. rumah ini khususnya untuk matlamat kediaman penyewa. penyewa tidak dibenarkan menyimpan barang-barang perniagaan dalam rumah.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
267005869-Rental-Tenant  ,Please sign your name in the space provided below as an indication that you have reviewed and understand them.,"Penyewa tidak dibenarkan mempamer tanda, iklan atau notis pada mana-mana bahagian luar atau dalam bangunan tanpa kebenaran dari pemilik rumah. Rumah ini khususnya untuk matlamat kediaman penyewa. Penyewa tidak dibenarkan menyimpan barang-barang perniagaan dalam rumah. Please sign your name in the space provided below as an indication that you have reviewed and understand them.","penyewa tidak dibenarkan mempamer tanda, iklan atau notis pada mana-mana bahagian luar atau dalam bangunan tanpa kebenaran dari pemilik rumah. rumah ini khususnya untuk matlamat kediaman penyewa. penyewa tidak dibenarkan menyimpan barang-barang perniagaan dalam rumah. please sign your name in the space provided below as an indication that you have reviewed and understand them.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
267005869-Rental-Tenant  ,Sila tulis dan sign nama anda dalam ruang yang disediakan di bawah sebagai petunjuk bahawa anda telah menyemak dan memahami peraturan-peraturan tersebut.,Rumah ini khususnya untuk matlamat kediaman penyewa. Penyewa tidak dibenarkan menyimpan barang-barang perniagaan dalam rumah. Please sign your name in the space provided below as an indication that you have reviewed and understand them. Sila tulis dan sign nama anda dalam ruang yang disediakan di bawah sebagai petunjuk bahawa anda telah menyemak dan memahami peraturan-peraturan tersebut.,rumah ini khususnya untuk matlamat kediaman penyewa. penyewa tidak dibenarkan menyimpan barang-barang perniagaan dalam rumah. please sign your name in the space provided below as an indication that you have reviewed and understand them. sila tulis dan sign nama anda dalam ruang yang disediakan di bawah sebagai petunjuk bahawa anda telah menyemak dan memahami peraturan-peraturan tersebut.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
267005869-Rental-Tenant  ,Signature of Landlord/ Repr,Please sign your name in the space provided below as an indication that you have reviewed and understand them. Sila tulis dan sign nama anda dalam ruang yang disediakan di bawah sebagai petunjuk bahawa anda telah menyemak dan memahami peraturan-peraturan tersebut. Signature of Landlord/ Repr,please sign your name in the space provided below as an indication that you have reviewed and understand them. sila tulis dan sign nama anda dalam ruang yang disediakan di bawah sebagai petunjuk bahawa anda telah menyemak dan memahami peraturan-peraturan tersebut. signature of landlord/ repr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
267005869-Rental-Tenant  ,Signature(s) of Tenant(s),Sila tulis dan sign nama anda dalam ruang yang disediakan di bawah sebagai petunjuk bahawa anda telah menyemak dan memahami peraturan-peraturan tersebut. Signature of Landlord/ Repr Signature(s) of Tenant(s),sila tulis dan sign nama anda dalam ruang yang disediakan di bawah sebagai petunjuk bahawa anda telah menyemak dan memahami peraturan-peraturan tersebut. signature of landlord/ repr signature(s) of tenant(s),"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
267005869-Rental-Tenant  ,I have received a copy of the Tenancy Agreement.,Signature of Landlord/ Repr Signature(s) of Tenant(s) I have received a copy of the Tenancy Agreement.,signature of landlord/ repr signature(s) of tenant(s) i have received a copy of the tenancy agreement.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
267005869-Rental-Tenant  ,NORAID A BINTIMOHD AZHARI (IC NO. 820416-01-5972 ),Signature(s) of Tenant(s) I have received a copy of the Tenancy Agreement. NORAID A BINTIMOHD AZHARI (IC NO. 820416-01-5972 ),signature(s) of tenant(s) i have received a copy of the tenancy agreement. noraid a bintimohd azhari (ic no. 820416-01-5972 ),"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
267005869-Rental-Tenant  ,Signature of Tenant(s),I have received a copy of the Tenancy Agreement. NORAID A BINTIMOHD AZHARI (IC NO. 820416-01-5972 ) Signature of Tenant(s),i have received a copy of the tenancy agreement. noraid a bintimohd azhari (ic no. 820416-01-5972 ) signature of tenant(s),"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,STAMP DUTY KARNATAKA,STAMP DUTY KARNATAKA,stamp duty karnataka,"['O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,c$j5Coz3f$ 3oc>rtjs s&o^c^ost ^C7e)©c> &sd: &&. 2/,STAMP DUTY KARNATAKA c$j5Coz3f$ 3oc>rtjs s&o^c^ost ^C7e)©c> &sd: &&. 2/,stamp duty karnataka c$j5coz3f$ 3oc>rtjs s&o^c^ost ^c7e)©c> &sd: &&. 2/,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,ds	afss&de dTOjSczSrt eroaiaieef«^*^x,STAMP DUTY KARNATAKA c$j5Coz3f$ 3oc>rtjs s&o^c^ost ^C7e)©c> &sd: &&. 2/ ds	afss&de dTOjSczSrt eroaiaieef«^*^x,stamp duty karnataka c$j5coz3f$ 3oc>rtjs s&o^c^ost ^c7e)©c> &sd: &&. 2/ ds	afss&de dtojsczsrt eroaiaieef«^*^x,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,"This sheet can be used for any document _ . , ,","c$j5Coz3f$ 3oc>rtjs s&o^c^ost ^C7e)©c> &sd: &&. 2/ ds	afss&de dTOjSczSrt eroaiaieef«^*^x This sheet can be used for any document _ . , ,","c$j5coz3f$ 3oc>rtjs s&o^c^ost ^c7e)©c> &sd: &&. 2/ ds	afss&de dtojsczsrt eroaiaieef«^*^x this sheet can be used for any document _ . , ,","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,"rossssSrfrS d,","ds	afss&de dTOjSczSrt eroaiaieef«^*^x This sheet can be used for any document _ . , , rossssSrfrS d,","ds	afss&de dtojsczsrt eroaiaieef«^*^x this sheet can be used for any document _ . , , rosssssrfrs d,","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,WR E N T A L AGREEMENT”,"This sheet can be used for any document _ . , , rossssSrfrS d, WR E N T A L AGREEMENT”","this sheet can be used for any document _ . , , rosssssrfrs d, wr e n t a l agreement”","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,This Rental Agreement is made and Executed on,"rossssSrfrS d, WR E N T A L AGREEMENT” This Rental Agreement is made and Executed on","rosssssrfrs d, wr e n t a l agreement” this rental agreement is made and executed on","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,"at Bangalore, by and Between:- wef 1/4/2014","WR E N T A L AGREEMENT” This Rental Agreement is made and Executed on at Bangalore, by and Between:- wef 1/4/2014","wr e n t a l agreement” this rental agreement is made and executed on at bangalore, by and between:- wef 1/4/2014","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,Mr .Giddappa S/o lute Nagappa,"This Rental Agreement is made and Executed on at Bangalore, by and Between:- wef 1/4/2014 Mr .Giddappa S/o lute Nagappa","this rental agreement is made and executed on at bangalore, by and between:- wef 1/4/2014 mr .giddappa s/o lute nagappa","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-P1', 'O', 'O', 'O']",2
269135973-Udaya-Rental-Agreement  ,D No.134 2nd cross,"at Bangalore, by and Between:- wef 1/4/2014 Mr .Giddappa S/o lute Nagappa D No.134 2nd cross","at bangalore, by and between:- wef 1/4/2014 mr .giddappa s/o lute nagappa d no.134 2nd cross","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-P1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2
269135973-Udaya-Rental-Agreement  ,Shunthi L/o Rumamurthynagar,Mr .Giddappa S/o lute Nagappa D No.134 2nd cross Shunthi L/o Rumamurthynagar,mr .giddappa s/o lute nagappa d no.134 2nd cross shunthi l/o rumamurthynagar,"['O', 'B-P1', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2
269135973-Udaya-Rental-Agreement  ,Bangalore 560016,D No.134 2nd cross Shunthi L/o Rumamurthynagar Bangalore 560016,d no.134 2nd cross shunthi l/o rumamurthynagar bangalore 560016,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,"Hereinafter Called the ""OWNER"" of the One Part: Ms Pottumurthi Udayalaxmi W/o Ramakr ishna Kajjam","Shunthi L/o Rumamurthynagar Bangalore 560016 Hereinafter Called the ""OWNER"" of the One Part: Ms Pottumurthi Udayalaxmi W/o Ramakr ishna Kajjam","shunthi l/o rumamurthynagar bangalore 560016 hereinafter called the ""owner"" of the one part: ms pottumurthi udayalaxmi w/o ramakr ishna kajjam","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-P2', 'I-P2', 'O', 'O', 'O', 'O']",3
269135973-Udaya-Rental-Agreement  ,"H No.27-7 Main Bazar,","Bangalore 560016 Hereinafter Called the ""OWNER"" of the One Part: Ms Pottumurthi Udayalaxmi W/o Ramakr ishna Kajjam H No.27-7 Main Bazar,","bangalore 560016 hereinafter called the ""owner"" of the one part: ms pottumurthi udayalaxmi w/o ramakr ishna kajjam h no.27-7 main bazar,","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-P2', 'I-P2', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",3
269135973-Udaya-Rental-Agreement  ,"Miryalaguda, i, Nalgonda Dist A p 503207.","Hereinafter Called the ""OWNER"" of the One Part: Ms Pottumurthi Udayalaxmi W/o Ramakr ishna Kajjam H No.27-7 Main Bazar, Miryalaguda, i, Nalgonda Dist A p 503207.","hereinafter called the ""owner"" of the one part: ms pottumurthi udayalaxmi w/o ramakr ishna kajjam h no.27-7 main bazar, miryalaguda, i, nalgonda dist a p 503207.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-P2', 'I-P2', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",3
269135973-Udaya-Rental-Agreement  ,"Hereinafter called the ""TENANT"" of the Other Part witnesseth as follows terms and conditions.","H No.27-7 Main Bazar, Miryalaguda, i, Nalgonda Dist A p 503207. Hereinafter called the ""TENANT"" of the Other Part witnesseth as follows terms and conditions.","h no.27-7 main bazar, miryalaguda, i, nalgonda dist a p 503207. hereinafter called the ""tenant"" of the other part witnesseth as follows terms and conditions.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,"1. Whereas the Tenant has paid Advance amount of Rs.40,000/- ( Forty thousand only	).; to the owner.","Miryalaguda, i, Nalgonda Dist A p 503207. Hereinafter called the ""TENANT"" of the Other Part witnesseth as follows terms and conditions. 1. Whereas the Tenant has paid Advance amount of Rs.40,000/- ( Forty thousand only	).; to the owner.","miryalaguda, i, nalgonda dist a p 503207. hereinafter called the ""tenant"" of the other part witnesseth as follows terms and conditions. 1. whereas the tenant has paid advance amount of rs.40,000/- ( forty thousand only	).; to the owner.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,This amount shall not carry any interest and this is refundable at the time vacating.. If any arrears balance that charges will deducted from the advance amount at the time of vacating.,"Hereinafter called the ""TENANT"" of the Other Part witnesseth as follows terms and conditions. 1. Whereas the Tenant has paid Advance amount of Rs.40,000/- ( Forty thousand only	).; to the owner. This amount shall not carry any interest and this is refundable at the time vacating.. If any arrears balance that charges will deducted from the advance amount at the time of vacating.","hereinafter called the ""tenant"" of the other part witnesseth as follows terms and conditions. 1. whereas the tenant has paid advance amount of rs.40,000/- ( forty thousand only	).; to the owner. this amount shall not carry any interest and this is refundable at the time vacating.. if any arrears balance that charges will deducted from the advance amount at the time of vacating.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,has agreed to pay the Rental Charges of thousand three hundred only	) t<,"1. Whereas the Tenant has paid Advance amount of Rs.40,000/- ( Forty thousand only	).; to the owner. This amount shall not carry any interest and this is refundable at the time vacating.. If any arrears balance that charges will deducted from the advance amount at the time of vacating. has agreed to pay the Rental Charges of thousand three hundred only	) t<","1. whereas the tenant has paid advance amount of rs.40,000/- ( forty thousand only	).; to the owner. this amount shall not carry any interest and this is refundable at the time vacating.. if any arrears balance that charges will deducted from the advance amount at the time of vacating. has agreed to pay the rental charges of thousand three hundred only	) t<","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,month regularly.,This amount shall not carry any interest and this is refundable at the time vacating.. If any arrears balance that charges will deducted from the advance amount at the time of vacating. has agreed to pay the Rental Charges of thousand three hundred only	) t< month regularly.,this amount shall not carry any interest and this is refundable at the time vacating.. if any arrears balance that charges will deducted from the advance amount at the time of vacating. has agreed to pay the rental charges of thousand three hundred only	) t< month regularly.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,the Electrcity charges separately to,has agreed to pay the Rental Charges of thousand three hundred only	) t< month regularly. the Electrcity charges separately to,has agreed to pay the rental charges of thousand three hundred only	) t< month regularly. the electrcity charges separately to,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,o,month regularly. the Electrcity charges separately to o,month regularly. the electrcity charges separately to o,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,4f This Rental Agreement Duration for only 11(Eleven) months from this date of Agreement. If both the parties mutual understanding it can be extended.,the Electrcity charges separately to o 4f This Rental Agreement Duration for only 11(Eleven) months from this date of Agreement. If both the parties mutual understanding it can be extended.,the electrcity charges separately to o 4f this rental agreement duration for only 11(eleven) months from this date of agreement. if both the parties mutual understanding it can be extended.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,The Tenancy can be terminated by either party by giving Two Month notice to the opposite party.,o 4f This Rental Agreement Duration for only 11(Eleven) months from this date of Agreement. If both the parties mutual understanding it can be extended. The Tenancy can be terminated by either party by giving Two Month notice to the opposite party.,o 4f this rental agreement duration for only 11(eleven) months from this date of agreement. if both the parties mutual understanding it can be extended. the tenancy can be terminated by either party by giving two month notice to the opposite party.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,Whereas the Tenant shall not make any addition?! alteration to the schedule premises and tenant keep the portion clean and good tenantable conditions.,4f This Rental Agreement Duration for only 11(Eleven) months from this date of Agreement. If both the parties mutual understanding it can be extended. The Tenancy can be terminated by either party by giving Two Month notice to the opposite party. Whereas the Tenant shall not make any addition?! alteration to the schedule premises and tenant keep the portion clean and good tenantable conditions.,4f this rental agreement duration for only 11(eleven) months from this date of agreement. if both the parties mutual understanding it can be extended. the tenancy can be terminated by either party by giving two month notice to the opposite party. whereas the tenant shall not make any addition?! alteration to the schedule premises and tenant keep the portion clean and good tenantable conditions.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,Whereas the Tenant shall use the Schedule premises for Residential purpose only and should not use for any illegal or immoral purposes.,The Tenancy can be terminated by either party by giving Two Month notice to the opposite party. Whereas the Tenant shall not make any addition?! alteration to the schedule premises and tenant keep the portion clean and good tenantable conditions. Whereas the Tenant shall use the Schedule premises for Residential purpose only and should not use for any illegal or immoral purposes.,the tenancy can be terminated by either party by giving two month notice to the opposite party. whereas the tenant shall not make any addition?! alteration to the schedule premises and tenant keep the portion clean and good tenantable conditions. whereas the tenant shall use the schedule premises for residential purpose only and should not use for any illegal or immoral purposes.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,Whereas the Tenant should pay painting charges at the time vacating the premises.,Whereas the Tenant shall not make any addition?! alteration to the schedule premises and tenant keep the portion clean and good tenantable conditions. Whereas the Tenant shall use the Schedule premises for Residential purpose only and should not use for any illegal or immoral purposes. Whereas the Tenant should pay painting charges at the time vacating the premises.,whereas the tenant shall not make any addition?! alteration to the schedule premises and tenant keep the portion clean and good tenantable conditions. whereas the tenant shall use the schedule premises for residential purpose only and should not use for any illegal or immoral purposes. whereas the tenant should pay painting charges at the time vacating the premises.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
269135973-Udaya-Rental-Agreement  ,"S C H E D u L E""","Whereas the Tenant shall use the Schedule premises for Residential purpose only and should not use for any illegal or immoral purposes. Whereas the Tenant should pay painting charges at the time vacating the premises. S C H E D u L E""","whereas the tenant shall use the schedule premises for residential purpose only and should not use for any illegal or immoral purposes. whereas the tenant should pay painting charges at the time vacating the premises. s c h e d u l e""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
